"Instances","feature_number_ex","feature_number_ftr","feature_ratio_ex_ftr","feature_skewness","feature_kurtosis","feature_multi_norm","feature_perc_out","feature_avg_pca","feature_ratio_pca","feature_avg_abs_cor","feature_low_dist","feature_high_dist","feature_eigen_cent","feature_net_dens","feature_clust_coef","algo_kmeans","algo_kmedians","algo_kmedoids","algo_single","algo_complete","algo_average","algo_wards","algo_closest","algo_mbkmeans"
"g2-128-80.csv",3.3113,2.1072,16,358704.5755,1.3265,1,0,17.9649,0.8906,0.2888,0.2085,0.2123,17532.0912,0.2077,0.4971,1,1,1,1,1,1,1,0,1
"g2-128-90.csv",3.3113,2.1072,16,356866.2677,2.252,1,0,17.8087,0.8984,0.239,0.1995,0.2056,15986.4926,0.2069,0.4942,1,1,1,1,1,1,1,0,1
"g2-256-10.csv",3.3113,2.4082,8,2826981.1787,3.0256,1,0,2048,0.0039,0.9616,0.2563,0.2431,3155.9904,0.208,0.4896,1,1,1,1,1,1,1,1,1
"g2-256-100.csv",3.3113,2.4082,8,2823593.4569,4.8759,1,0,9.1022,0.8789,0.2012,0.2067,0.2113,34134.1417,0.2066,0.4859,1,1,1,1,1,1,1,0,0
"g2-256-20.csv",3.3113,2.4082,8,2825020.2654,3.0934,1,0,16.254,0.4922,0.8626,0.25,0.2448,5917.521,0.2077,0.4875,1,1,1,1,1,1,1,1,1
"g2-256-30.csv",3.3113,2.4082,8,2825313.4023,4.4706,1,0,11.5706,0.6914,0.7362,0.2445,0.2421,10412.7658,0.2064,0.4849,1,1,1,1,1,1,1,1,1
"g2-256-40.csv",3.3113,2.4082,8,2827600.5439,3.1568,1,0,10.3434,0.7734,0.6121,0.2405,0.24,11201.2348,0.2084,0.4903,1,1,1,1,1,1,1,1,1
"g2-256-50.csv",3.3113,2.4082,8,2821364.8852,5.3184,1,0,9.799,0.8164,0.5021,0.236,0.2369,16287.8412,0.2064,0.4848,1,1,1,1,1,1,1,1,1
"g2-256-60.csv",3.3113,2.4082,8,2826799.3088,4.2393,1,0,9.4815,0.8438,0.4121,0.2322,0.234,15473.9001,0.2066,0.4815,1,1,0.000760334584505935,1,1,1,1,0,1
"g2-256-70.csv",3.3113,2.4082,8,2823566.438,4.3935,1,0,9.3091,0.8594,0.3407,0.2269,0.2283,18052.3837,0.2063,0.4815,1,1,1,1,1,1,1,0,1
"g2-256-80.csv",3.3113,2.4082,8,2819172.1034,4.8132,1,0,9.2252,0.8672,0.2834,0.22,0.2231,24498.4089,0.2066,0.4838,1,1,1,1,1,1,1,0,1
"g2-256-90.csv",3.3113,2.4082,8,2827219.5814,3.3927,1,0,9.1429,0.875,0.2391,0.2143,0.2161,25800.7779,0.2073,0.4864,1,1,1,1,1,1,1,0,1
"g2-512-10.csv",3.3113,2.7093,4,22458733.2788,8.2182,1,0,2048,0.002,0.9616,0.2584,0.2421,5108.6463,0.2078,0.4844,1,1,1,1,1,1,1,1,1
"g2-512-100.csv",3.3113,2.7093,4,22460499.798,8.8495,1,0,4.8075,0.832,0.2012,0.2189,0.2222,47472.4224,0.2062,0.4785,1,1,1,1,1,1,1,0,1
"g2-512-20.csv",3.3113,2.7093,4,22465811.8218,8.3837,1,0,9.3091,0.4297,0.8622,0.2518,0.2446,7642.7572,0.2072,0.481,1,1,1,1,1,1,1,1,1
"g2-512-30.csv",3.3113,2.7093,4,22465137.8021,8.0794,1,0,6.4,0.625,0.7358,0.2479,0.2446,13085.9061,0.207,0.4804,1,1,1,1,1,1,1,1,1
"g2-512-40.csv",3.3113,2.7093,4,22473273.7241,7.9938,1,0,5.611,0.7129,0.6112,0.2439,0.2413,17436.6483,0.2062,0.4802,1,1,0.000473014777302359,1,1,1,1,1,1
"g2-512-50.csv",3.3113,2.7093,4,22462602.2764,9.5476,1,0,5.2513,0.7617,0.5009,0.2408,0.2402,24644.2714,0.2065,0.4804,1,1,1,1,1,1,1,1,1
"g2-512-60.csv",3.3113,2.7093,4,22464521.0797,8.5633,1,0,5.0819,0.7871,0.4123,0.2378,0.2387,36064.5365,0.206,0.4784,1,1,1,1,1,1,1,0,1
"g2-512-70.csv",3.3113,2.7093,4,22469139.8796,7.6135,1,0,4.9588,0.8066,0.338,0.2333,0.2339,36646.3397,0.2072,0.4811,1,1,1,1,1,1,1,0,1
"g2-512-80.csv",3.3113,2.7093,4,22471577.2097,7.83,1,0,4.8878,0.8184,0.2831,0.2286,0.2296,33236.1403,0.2084,0.4872,1,1,1,1,1,1,1,0,1
"g2-512-90.csv",3.3113,2.7093,4,22468624.2054,7.7536,1,0,4.8302,0.8281,0.238,0.2248,0.2241,37771.4558,0.2084,0.4863,1,1,1,1,1,1,1,0,1
"g2-1024-10.csv",3.3113,3.0103,2,179237702.3076,15.4122,1,0,2048,0.001,0.9616,0.2637,0.2395,7906.958,0.208,0.4797,1,1,1,1,1,1,1,1,1
"g2-1024-100.csv",3.3113,3.0103,2,179225333.7612,16.021,1,0,2.6983,0.7412,0.2004,0.2293,0.2292,62903.3051,0.2066,0.4759,1,1,0.00180223731327926,1,1,1,1,0,1
"g2-1024-20.csv",3.3113,3.0103,2,179225009.9862,16.0617,1,0,5.7207,0.3496,0.8626,0.2543,0.2457,13437.4677,0.2077,0.4808,1,1,1,1,1,1,1,1,1
"g2-1024-30.csv",3.3113,3.0103,2,179189580.475,16.5846,1,0,3.7996,0.5264,0.736,0.2505,0.2443,17911.7863,0.2069,0.477,1,1,1,1,1,1,1,1,1
"g2-1024-40.csv",3.3113,3.0103,2,179207359.1753,16.2005,1,0,3.256,0.6143,0.6106,0.2472,0.2434,25279.1121,0.2074,0.4807,1,1,1,1,1,1,1,1,1
"g2-1024-50.csv",3.3113,3.0103,2,179217950.4005,16.2234,1,0,3.0206,0.6621,0.5009,0.2448,0.2405,34463.864,0.2079,0.479,1,1,1,1,1,1,1,1,1
"g2-1024-60.csv",3.3113,3.0103,2,179228551.1907,15.7713,1,0,2.8886,0.6924,0.4109,0.2404,0.2418,52083.6754,0.2083,0.4834,1,1,1,1,1,1,1,1,1
"g2-1024-70.csv",3.3113,3.0103,2,179224145.908,16.0216,1,0,2.8093,0.7119,0.3378,0.2381,0.2394,49018.6985,0.2068,0.4781,1,1,1,1,1,1,1,0,1
"g2-1024-80.csv",3.3113,3.0103,2,179191108.5229,16.8482,1,0,2.7527,0.7266,0.2825,0.2355,0.236,69541.5628,0.2074,0.4793,1,1,1,1,1,1,1,0,1
"g2-1024-90.csv",3.3113,3.0103,2,179202851.6545,16.3834,1,0,2.7234,0.7344,0.2371,0.2316,0.2336,78115.5412,0.2067,0.4769,1,1,0.000393193428866118,1,1,1,1,0,1
