"Instances","feature_number_ex","feature_number_ftr","feature_ratio_ex_ftr","feature_skewness","feature_kurtosis","feature_multi_norm","feature_perc_out","feature_avg_pca","feature_ratio_pca","feature_avg_abs_cor","feature_low_dist","feature_high_dist","feature_eigen_cent","feature_net_dens","feature_clust_coef","algo_kmeans","algo_kmedians","algo_kmedoids","algo_single","algo_complete","algo_average","algo_wards","algo_closest","algo_mbkmeans"
"ellipsoid.50d40c.1.dat",3.3681,1.699,46.68,666580.2599,345.4429,2.8049,0.0049,86.4444,0.54,0.1605,0.1707,0.1618,2.9263,0.2589,0.4536,0.232465774261211,0.120198839130415,0.451901092719669,0.000456986161282479,0.150339383846657,0.13557739120003,0.367938938338361,0.0690180938322251,0.378663954688221
"ellipsoid.50d40c.10.dat",3.3731,1.699,47.22,774748.4906,450.3665,3.1776,0.0038,84.3214,0.56,0.166,0.1671,0.1709,2.6012,0.2579,0.4554,0.260731342771554,0.114700002701008,0.463029084844591,0.00133607868731844,0.186973165049014,0.149719192106442,0.33959894985468,0.0617360933489792,0.145088481834551
"ellipsoid.50d40c.2.dat",3.2794,1.699,38.06,602205.1717,384.4421,2.7058,0.0036,70.4815,0.54,0.1639,0.172,0.1654,2.4346,0.2581,0.4582,0.285387283592138,0.086912607356482,0.474625499924553,0.00138343023559128,0.243598621933604,0.147794871910639,0.304072398680966,0.067386909892793,0.124421633996002
"ellipsoid.50d40c.3.dat",3.3088,1.699,40.72,661650.6611,415.0844,2.6524,0.0029,72.7143,0.56,0.1669,0.1723,0.1761,2.679,0.2578,0.4563,0.223489681279202,0.123459363276814,0.432693294377859,0.00118875426003729,0.14856333694989,0.137266820147541,0.322826780290713,0.0570436373822822,0.435585801840898
"ellipsoid.50d40c.4.dat",3.3077,1.699,40.62,638899.1664,385.3433,3.2804,0.0061,72.5357,0.56,0.1741,0.1576,0.1726,3.3585,0.2577,0.455,0.225238757793448,0.140084909420088,0.518269532457018,0.000217914604513496,0.163922695152897,0.120907806171046,0.45407013875015,0.0516407179545192,0.354698909498397
"ellipsoid.50d40c.5.dat",3.3377,1.699,43.52,629326.8661,421.0121,3.2118,0.0037,80.5926,0.54,0.1741,0.1668,0.1751,3.0333,0.2574,0.4542,0.23280175160905,0.139181533878915,0.552847625336575,0.00244330420579514,0.155328052926256,0.118294861764626,0.476850504056337,0.0550726993240985,0.128738775049773
"ellipsoid.50d40c.6.dat",3.3363,1.699,43.38,680807.7865,403.8288,3.2296,0.0021,77.4643,0.56,0.168,0.1642,0.1881,3.2995,0.2582,0.4541,0.242643945456246,0.108307469634132,0.504107691091714,0.000207653394581429,0.204628326009863,0.0918528604474357,0.451212648992352,0.0421633198239843,0.19898082838165
"ellipsoid.50d40c.7.dat",3.3446,1.699,44.22,702630.3459,446.1349,2.992,0.0018,81.8889,0.54,0.1638,0.1764,0.1734,2.5814,0.2581,0.4555,0.29195810573852,0.14890398445844,0.422154574167744,0.00189084141235564,0.143679493336023,0.163649293911805,0.494214682862027,0.0843091811448345,0.209577053615931
"ellipsoid.50d40c.8.dat",3.2973,1.699,39.66,641483.4627,413.9544,2.7998,0.0048,70.8214,0.56,0.1605,0.163,0.1689,2.2923,0.2569,0.4506,0.292852074667897,0.204164223858798,0.498320907329281,0.00271027470645971,0.255740502719811,0.203326098732692,0.478720605417861,0.058514119969862,0.454892487861349
"ellipsoid.50d40c.9.dat",3.3789,1.699,47.86,693557.6986,408.384,3.1232,0.0017,88.6296,0.54,0.1616,0.1745,0.1753,2.898,0.2583,0.4549,0.329469037760733,0.321706464004257,0.495163525455718,0.000791671927859087,0.186223821786036,0.188396548491041,0.460599550064302,0.0596064327963994,0.185537229926802
"ellipsoid.50d4c.1.dat",3.0269,1.699,21.28,221221.2855,948.0735,16.6836,0,81.8462,0.26,0.4686,0.1831,0.1936,2.1246,0.1855,0.7502,0.593332259608455,0.320351454735891,0.388541321527523,0.000609054095176055,0.39196568433207,0.501857471599685,0.511361704395561,0.567022384027432,0.318801476870437
"ellipsoid.50d4c.10.dat",3.167,1.699,29.38,204948.1033,909.3873,6.1098,0.0066,163.2222,0.18,0.4571,0.1781,0.1726,2.1992,0.1769,0.7726,0.625492290177599,0.406701579734539,0.607926763244498,0.00154613483035807,0.46735486467855,0.482333487512449,0.455160039093817,0.551937450928365,0.349414560216616
"ellipsoid.50d4c.2.dat",2.993,1.699,19.68,212337.4951,825.3253,6.7991,0,82,0.24,0.5016,0.1843,0.1995,2.3217,0.1825,0.7646,0.450234100521478,0.403801574726186,0.423954146181883,0.000471899820468517,0.414486796620586,0.470200045744585,0.559535583736528,0.378698651119725,0.428149703854323
"ellipsoid.50d4c.3.dat",3.137,1.699,27.42,414041.2495,1601.8432,18.3348,0,72.1579,0.38,0.4953,0.1456,0.1953,2.6862,0.1818,0.7785,0.701440678079543,0.282906025100212,0.636300688784427,0.000573440315530123,0.346143428839826,0.174105150960567,0.787966552797264,0.261795934014477,0.66856838665282
"ellipsoid.50d4c.4.dat",3.0406,1.699,21.96,200446.5375,809.3736,5.005,0,122,0.18,0.4718,0.1902,0.1802,2.278,0.1706,0.7813,0.480945357255511,0.316853742802767,0.550848093936654,0.000258763992410581,0.337095298731889,0.362034933816898,0.783451386277662,0.472064300611319,0.379241390174091
"ellipsoid.50d4c.5.dat",2.5453,1.699,7.02,93551.4301,260.4092,1.9873,0.0054,39,0.18,0.4909,0.156,0.1764,1.6151,0.1787,0.7624,0.676273536559624,0.476112605128768,0.644445965079462,2.66866292477259e-05,0.233919477790991,0.698615069162341,0.634728438333136,0.268594189188659,0.431670607224269
"ellipsoid.50d4c.6.dat",3.1242,1.699,26.62,310854.8658,1175.7664,9.3762,0.0262,133.1,0.2,0.4096,0.1622,0.1429,1.4993,0.1837,0.7568,0.487043223506943,0.148333451578363,0.626529285993323,0.00157772708635277,0.322671351721576,0.347354615981953,0.382566425030437,0.128208954841511,0.665957296815943
"ellipsoid.50d4c.7.dat",3.0615,1.699,23.04,116346.9017,553.673,5.2724,7e-04,72,0.32,0.4648,0.1906,0.1855,2.5738,0.185,0.7403,0.430422005754869,0.445724186558584,0.42869275032577,0.000628332380165956,0.383314010911361,0.516129513727805,0.559852491508461,0.472217203207819,0.520803561412215
"ellipsoid.50d4c.8.dat",2.9773,1.699,18.98,160791.9759,646.5856,6.388,0,59.3125,0.32,0.4362,0.1872,0.1868,1.6678,0.1854,0.7403,0.448200478539278,0.244410363686934,0.312219987457668,0.00223391559392182,0.443541302045842,0.430776156092298,0.448952322123577,0.341366384407386,0.385599855320426
"ellipsoid.50d4c.9.dat",2.8344,1.699,13.66,475689.1484,1264.0909,14.7262,0.0018,97.5714,0.14,0.4318,0.1487,0.1863,2.9169,0.1981,0.6999,0.768812425195156,0.228709190581255,0.0549029420267833,0.0143305200756345,0.550653216010382,0.75510876983208,0.895904979414349,0.731913952165542,0.318810537506047
"a1.csv",3.4771,0.301,1500,135.258,14.3667,54.1495,4e-04,1500,1,0.6918,0.1712,0.1699,4888.3302,0.1716,0.7992,0.78437868955786,0.920427709463297,0.568211656977021,0.443379790307751,0.920980222970535,0.939340031067843,0.931289190302039,0.87296735691276,0.788030717833421
"dim032.csv",3.0103,1.5051,32,51103.5366,151.7716,5.0638,0.064,85.3333,0.375,0.2558,0.0636,0.0537,1113.7488,0.19,0.6783,0.817966829817951,0.872286584637184,0.569381920330305,1,1,1,1,1,0.933109444757217
"dim064.csv",3.0103,1.8062,16,307893.5489,698.8183,2.3051,0.0694,73.1429,0.2188,0.2223,0.0616,0.0078,1825.1005,0.1925,0.6899,0.732412584925424,0.875973544683011,0.448550331326089,1,1,1,1,1,1
"dim128.csv",3.0103,2.1072,8,2272106.5842,1563.5524,1.5135,0.0616,73.1429,0.1094,0.2123,0.0616,0,3069.7709,0.2004,0.6282,0.654377710477161,0.935092081555144,0.60850204580761,1,1,1,1,1,0.935092081555144
"dim256.csv",3.0103,2.4082,4,8699869.7952,1639.5509,1.0049,0.0616,73.1429,0.0547,0.2115,0.0616,0,3741.0598,0.2079,0.6035,0.777280707726815,0.697717327540252,0.614624492129862,1,1,1,1,1,0.935092081555144
"g2-16-10.csv",3.3113,1.2041,128,787.9436,1.6102,1.007,0,2048,0.0625,0.9637,0.2494,0.2446,663.8351,0.2039,0.5315,1,1,1,1,1,1,1,1,1
"g2-16-100.csv",3.3113,1.2041,128,886.3784,2.7311,1.0016,0.0047,136.5333,0.9375,0.253,0.1618,0.1641,2111.9162,0.2045,0.442,0.90840251912612,0.899114025705557,0.0912045708180497,0,0.793112025710706,0,0.833644663324516,0,0.78097723503429
"g2-16-20.csv",3.3113,1.2041,128,881.5814,2.1514,1.0075,0,204.8,0.625,0.8706,0.2382,0.237,633.8718,0.2018,0.526,1,1,1,1,1,1,1,1,1
"g2-16-30.csv",3.3113,1.2041,128,795.2209,2.2009,1.0073,0,157.5385,0.8125,0.7529,0.2263,0.226,655.7888,0.2025,0.5276,1,1,1,1,1,1,1,1,1
"g2-16-40.csv",3.3113,1.2041,128,822.882,2.7976,1.0045,0,146.2857,0.875,0.6334,0.2118,0.2145,878.5483,0.2024,0.529,1,1,1,1,1,1,1,1,1
"g2-16-50.csv",3.3113,1.2041,128,757.3433,1.099,1.0046,0,136.5333,0.9375,0.5358,0.1964,0.2041,1180.2748,0.2024,0.5274,1,1,0.998046874534794,0,1,1,1,0,1
"g2-16-60.csv",3.3113,1.2041,128,765.9528,0.8371,1.0038,0,136.5333,0.9375,0.453,0.1847,0.1935,1347.7105,0.2035,0.5236,1,1,0.996095657348633,0,0.992198947835274,0.98636819564172,0.992198947835274,0,0.98830987161245
"g2-16-70.csv",3.3113,1.2041,128,826.599,0.1258,1.0029,7e-04,136.5333,0.9375,0.3734,0.173,0.1789,1500.6403,0.2044,0.5073,0.996095657355912,0.992198947820729,0.963216933560594,0,0.959385105120998,0.970903487512721,0.980554617977795,0,0.990253455482618
"g2-16-80.csv",3.3113,1.2041,128,792.0183,2.0494,1.0015,0.0022,136.5333,0.9375,0.3251,0.1663,0.1727,1743.8362,0.2034,0.4811,0.97090348762122,0.97090348762122,0.944134124790085,0,0.923363444002798,0,0.921486654433338,0,0.92900529349267
"g2-16-90.csv",3.3113,1.2041,128,801.4506,0.9821,1.002,0.0044,136.5333,0.9375,0.2806,0.1628,0.1656,2062.5971,0.2056,0.4609,0.94034046184818,0.912131336116044,0.866070372681864,0,0.828300690168854,0,0.866070183903222,0,0.855193254096301
"g2-2-10.csv",3.3113,0.301,1024,0.2915,10.803,127.5301,0,2048,0.5,0.9809,0.2478,0.2309,148.1574,0.1638,0.7027,1,1,1,1,1,1,1,1,1
"g2-2-100.csv",3.3113,0.301,1024,2.4704,2.101,0.7689,0.0098,1024,1,0.6032,0.1644,0.1624,235.6563,0.1668,0.7641,0.24671119423131,0.220266444249296,0.24477267733167,0,0.0978307824261462,0.00014884770656881,0.196178597655358,7.60336257070052e-06,0.163871994018425
"g2-2-20.csv",3.3113,0.301,1024,1.3989,9.5401,74.341,0,1024,1,0.9318,0.2202,0.2155,48.4411,0.168,0.7441,1,1,1,0,0.996095657355912,1,1,1,1
"g2-2-30.csv",3.3113,0.301,1024,3.7382,8.1746,37.2181,1e-04,1024,1,0.8691,0.1921,0.1938,79.3632,0.1663,0.7437,0.961300064691559,0.967056394026187,0.961300064691559,0,0.925242161376454,0.949838936737758,0.934664291899357,0.90282375938956,0.961300064330786
"g2-2-40.csv",3.3113,0.301,1024,6.966,7.3493,17.2641,0.0017,1024,1,0.8,0.1769,0.1802,75.3528,0.1625,0.7528,0.860622983165282,0.858811088463006,0.860622983165282,0,0.851582532032542,0,0.703556488783128,1.90828404834139e-06,0.840797061994414
"g2-2-50.csv",3.3113,0.301,1024,2.3579,4.2522,8.8834,0.0053,1024,1,0.7521,0.17,0.1707,160.4207,0.1629,0.7545,0.697011752667849,0.692125727394737,0.695381125964948,0,0.42529290489532,1.90828404834139e-06,0.642642160472589,1.14497260753662e-05,0.634834805630742
"g2-2-60.csv",3.3113,0.301,1024,0.7647,4.5828,3.8709,0.0078,1024,1,0.7007,0.1673,0.1658,159.0645,0.1641,0.7578,0.582991022524047,0.594990455513984,0.588975411909902,0,0.408886303762766,0,0.512160591726286,0,0.516371812221301
"g2-2-70.csv",3.3113,0.301,1024,3.692,1.1777,2.5316,0.0096,1024,1,0.6688,0.1642,0.1638,157.5379,0.1649,0.7604,0.490025346762931,0.477788006455587,0.49688965395425,1.90828404834139e-06,0.202309545205762,5.72485759401561e-06,0.224016114317235,5.72485759401561e-06,0.485930518844515
"g2-2-80.csv",3.3113,0.301,1024,5.6627,0.7432,0.6402,0.0118,1024,1,0.6388,0.1619,0.1608,151.6968,0.1663,0.7619,0.383033742045436,0.38061808954526,0.367466936006657,1.14497260753662e-05,0.0955089494489754,0.000440821928721706,0.252616057041293,0.000104956518228515,0.0960044282080248
"g2-2-90.csv",3.3113,0.301,1024,8.9384,0.3491,1.1015,0.0117,1024,1,0.6282,0.1617,0.1609,192.1781,0.167,0.7634,0.313878690561165,0.283966584397978,0.307341612444516,0,0.125972749849179,0,0.236163431287764,0,0.307344188847078
"g2-32-10.csv",3.3113,1.5051,64,5899.9939,0.4362,1,0,2048,0.0312,0.9628,0.2507,0.2437,1026.2347,0.205,0.5115,1,1,1,1,1,1,1,1,1
"g2-32-100.csv",3.3113,1.5051,64,5973.4904,1.1437,1,0.0024,68.2667,0.9375,0.2252,0.1661,0.17,5436.0051,0.206,0.4593,0.988309871503471,0.984428428396604,0.90468137235421,0,0.949838930658725,0,0.959385104212297,0,0.000572497612481558
"g2-32-20.csv",3.3113,1.5051,64,5840.9491,2.249,1,0,107.7895,0.5938,0.8661,0.2422,0.2372,1005.1466,0.2043,0.5089,1,1,1,1,1,1,1,1,1
"g2-32-30.csv",3.3113,1.5051,64,6084.038,0.0712,1,0,81.92,0.7812,0.7447,0.233,0.2352,1469.7968,0.2049,0.51,1,1,1,1,1,1,1,1,1
"g2-32-40.csv",3.3113,1.5051,64,5951.8557,1.255,1,0,73.1429,0.875,0.6216,0.2216,0.2239,2178.0586,0.2045,0.5094,1,1,1,1,1,1,1,1,1
"g2-32-50.csv",3.3113,1.5051,64,5999.3586,1.4619,1,0,70.6207,0.9062,0.5167,0.2112,0.2179,3134.4785,0.2044,0.5094,1,1,1,1,1,1,1,1,1
"g2-32-60.csv",3.3113,1.5051,64,5929.4766,0.7197,1,0,70.6207,0.9062,0.433,0.199,0.2069,2762.3031,0.2047,0.51,1,1,1,0,1,1,1,0,1
"g2-32-70.csv",3.3113,1.5051,64,5874.8042,1.9599,1,0,70.6207,0.9062,0.3616,0.1897,0.1937,3850.6381,0.2036,0.5033,1,1,0.0102462538349272,0,1,0.996095657355912,0.998046874534794,0,1
"g2-32-80.csv",3.3113,1.5051,64,5887.6217,1.0951,1,1e-04,68.2667,0.9375,0.3056,0.1802,0.1856,3747.0237,0.2052,0.4998,1,1,0.976688442508433,0,0.994146348468804,0.998046874534794,0.992198947835274,0,0.982490569577196
"g2-32-90.csv",3.3113,1.5051,64,5900.1886,1.7323,1,0.001,68.2667,0.9375,0.2616,0.1726,0.1756,4372.6749,0.2048,0.4869,0.998046874534794,0.998046874534794,0.000319209712910055,0,0.976688440987207,0.982490568924281,0.988309871438084,0,0.0233720346390463
"g2-4-10.csv",3.3113,0.6021,512,15.924,6.8511,16.603,0,2048,0.25,0.9712,0.2473,0.2376,288.4349,0.1951,0.6367,1,1,1,1,1,1,1,1,1
"g2-4-100.csv",3.3113,0.6021,512,15.4146,1.0357,0.9541,0.0089,512,1,0.4026,0.1607,0.16,494.3347,0.1943,0.5767,0.471056030889151,0.424007414853763,0.451149871643172,0,0.312787305816477,1.90828949200888e-05,0.321594939342808,0,0.476438612892692
"g2-4-20.csv",3.3113,0.6021,512,16.9238,6.2038,13.1784,0,682.6667,0.75,0.899,0.228,0.2232,183.0975,0.1948,0.6365,1,1,1,1,1,1,1,1,1
"g2-4-30.csv",3.3113,0.6021,512,18.0935,5.6664,9.3636,0,512,1,0.797,0.2036,0.207,133.5753,0.1943,0.6315,1,1,1,0,0.986368195946712,0.982490569577196,0.98830987161245,0.996095657355912,1
"g2-4-40.csv",3.3113,0.6021,512,14.9595,4.2911,5.8836,2e-04,512,1,0.7061,0.182,0.1896,214.9955,0.1923,0.6167,0.976688440987207,0.97475821580103,0.976688440987207,0,0.946033820738252,0.942236338623909,0.972829897235785,1.90828404834139e-06,0.947935436690223
"g2-4-50.csv",3.3113,0.6021,512,10.6355,4.2919,3.8997,0.0024,512,1,0.6308,0.1707,0.1763,215.7448,0.1911,0.6051,0.912131299910028,0.90840251912612,0.91399855404612,0,0.796597180253397,0.864252597125204,0.886190197916443,0,0.897262002332044
"g2-4-60.csv",3.3113,0.6021,512,18.2018,2.796,2.3456,0.0058,512,1,0.5536,0.1642,0.1674,298.1262,0.1908,0.5936,0.831861375738328,0.779250545233915,0.822973558827834,0,0.503815341235323,1.90828404834139e-06,0.648926804757852,0,0.52060167195514
"g2-4-70.csv",3.3113,0.6021,512,14.7573,2.7153,1.6763,0.0084,512,1,0.5064,0.1611,0.1623,377.5671,0.1922,0.5866,0.716728205557391,0.677572104975994,0.695381452536715,0,0.427826504368725,0,0.593484707624445,0,0.627071009905404
"g2-4-80.csv",3.3113,0.6021,512,9.4868,1.9456,1.504,0.0085,512,1,0.4625,0.161,0.1611,468.9919,0.193,0.5822,0.6568185882209,0.590479935293286,0.647349698635562,0,0.447217806937924,1.14497260753662e-05,0.430393288249649,0,0.585983960068892
"g2-4-90.csv",3.3113,0.6021,512,11.47,3.3987,1.5071,0.0076,512,1,0.4308,0.1623,0.1614,373.0014,0.1928,0.5806,0.566691434713547,0.480498454849993,0.543395177670688,0,0.413876600297377,5.68016984110845e-06,0.440705794297509,0,0.447217798692776
"g2-64-10.csv",3.3113,1.8062,32,45440.7303,2.9672,1,0,2048,0.0156,0.9624,0.2515,0.2448,1535.394,0.2047,0.4969,1,1,1,1,1,1,1,1,1
"g2-64-100.csv",3.3113,1.8062,32,45998.7787,0.5948,1,3e-04,34.7119,0.9219,0.2122,0.178,0.1817,9850.8026,0.2066,0.4908,1,1,0.990253455518962,0,1,0,1,0,0.990253455591651
"g2-64-20.csv",3.3113,1.8062,32,45510.2531,1.8918,1,0,55.3514,0.5781,0.864,0.2444,0.2405,2545.9589,0.2057,0.4985,1,1,1,1,1,1,1,1,1
"g2-64-30.csv",3.3113,1.8062,32,46513.8391,0.7203,1,0,41.7959,0.7656,0.739,0.2385,0.2371,3816.1772,0.2068,0.5018,1,1,1,1,1,1,1,1,1
"g2-64-40.csv",3.3113,1.8062,32,45066.6563,3.3186,1,0,37.9259,0.8438,0.6164,0.2296,0.2307,5003.9562,0.2039,0.4934,1,1,1,1,1,1,1,1,1
"g2-64-50.csv",3.3113,1.8062,32,46113.5197,2.054,1,0,36.5714,0.875,0.509,0.2224,0.223,5252.7363,0.2051,0.4943,1,1,1,1,1,1,1,1,1
"g2-64-60.csv",3.3113,1.8062,32,45711.2862,1.0091,1,0,35.9298,0.8906,0.4232,0.2129,0.2167,5992.4695,0.2051,0.4972,1,1,1,1,1,1,1,0,1
"g2-64-70.csv",3.3113,1.8062,32,45567.191,0.6919,1,0,35.3103,0.9062,0.3481,0.2041,0.2068,8269.053,0.2062,0.4998,1,1,1,0,1,1,1,0,1
"g2-64-80.csv",3.3113,1.8062,32,45076.7059,2.2119,1,0,35.3103,0.9062,0.294,0.1942,0.2011,8461.4417,0.2047,0.4946,1,1,0.00286826636238426,0,1,1,1,0,1
"g2-64-90.csv",3.3113,1.8062,32,45328.4646,0.8224,1,0,34.7119,0.9219,0.246,0.1845,0.1893,9424.9413,0.206,0.4969,1,1,0.994146348468804,0,1,1,1,0,1
"g2-8-10.csv",3.3113,0.9031,256,105.8103,3.5845,1.7191,0,2048,0.125,0.9666,0.2479,0.2423,453.116,0.2002,0.5634,1,1,1,1,1,1,1,1,1
"g2-8-100.csv",3.3113,0.9031,256,100.1531,0.1662,1.0601,0.0065,256,1,0.3063,0.1609,0.1618,828.1353,0.2037,0.4741,0.733368319569997,0.700279989071535,0.051757641848834,0,0.487293932818428,1.14497260753662e-05,0.467051218378715,0,0.608639497838299
"g2-8-20.csv",3.3113,0.9031,256,98.8448,0.725,1.646,0,409.6,0.625,0.8799,0.2344,0.2293,393.1902,0.2018,0.5657,1,1,1,1,1,1,1,1,1
"g2-8-30.csv",3.3113,0.9031,256,109.8954,2.3548,1.4988,0,292.5714,0.875,0.7684,0.215,0.2174,295.7472,0.2002,0.5628,1,1,1,1,1,1,1,1,1
"g2-8-40.csv",3.3113,0.9031,256,138.0019,1.521,1.3593,0,292.5714,0.875,0.657,0.1965,0.2028,382.7218,0.2005,0.5606,1,1,1,0,0.998046874534794,0.998046874534794,0.998046874534794,0,1
"g2-8-50.csv",3.3113,0.9031,256,123.9672,4.2942,1.2788,2e-04,256,1,0.5663,0.1809,0.1887,442.6193,0.199,0.5472,0.988309871416288,0.988309871416288,0.980554618122816,0,0.982490568924281,0.965135708582366,0.978620575569469,0,0.98442842813531
"g2-8-60.csv",3.3113,0.9031,256,101.5621,2.2096,1.2093,0.0016,256,1,0.4814,0.17,0.1759,594.124,0.1997,0.5292,0.955560909524785,0.961300064114322,0.944134131039686,0,0.860623216002765,0,0.923363477009505,0,0.957472052942598
"g2-8-70.csv",3.3113,0.9031,256,95.6412,2.2393,1.1405,0.0032,256,1,0.4227,0.1656,0.1706,635.5318,0.2004,0.5105,0.925242148831945,0.899114025705557,0.0797546594600849,0,0.791372941863429,0.844384492283668,0.873359839657581,0,0.650502848482322
"g2-8-80.csv",3.3113,0.9031,256,119.3804,2.3098,1.0828,0.0047,256,1,0.3811,0.1629,0.1664,674.3652,0.2003,0.4936,0.860622983165282,0.810611214824885,0.82652295792268,0,0.735042918397761,5.72485759401561e-06,0.656821720898103,0,0.705196597395082
"g2-8-90.csv",3.3113,0.9031,256,97.7624,0.1978,1.0292,0.0074,256,1,0.3356,0.1599,0.1616,806.373,0.2032,0.4786,0.772364995903685,0.726690014305429,0.00812321370189978,0,0.506582171642148,1.90828404834139e-06,0.598010052358192,0,0.0196453578230444
"s_aggregation.csv",2.8965,0.301,394,36.1037,9.5801,32.0208,0,394,1,0.5077,0.2024,0.1782,9.5841,0.1639,0.8041,0.741690485582747,0.665724912753378,0.680572727367759,0.804206968396706,0.774420011803794,0.993467313934767,0.794400210319633,0.993467313934767,0.646758154731465
"s_compound.csv",2.601,0.301,199.5,45.8313,5.5592,20.9804,0,199.5,1,0.6592,0.2002,0.2004,10.7454,0.1705,0.7863,0.508520755519812,0.505360195394999,0.413917592349841,0.742480944868768,0.792878140468533,0.803025623308763,0.558361403346273,0.79912283559656,0.493192385973701
"s_d31.csv",3.4914,0.301,1550,41.8631,17.6796,49.3707,0,1550,1,0.5467,0.1815,0.1817,5.576,0.1624,0.8001,0.737766046925618,0.799932413539014,0.533314484011193,0.173902194467533,0.923790023974218,0.906891828846128,0.915923798792888,0.840146147889738,0.748756836437052
"s_flame.csv",2.3802,0.301,120,1.6228,4.7917,4.7709,1e-04,120,1,0.508,0.1898,0.1743,6.0099,0.1656,0.7366,0.499761465426664,0.572384222121923,0.487955788162601,0.0127504301311393,0.0422301552686084,0.442150650455405,0.367002969639417,0.0127504301311393,0.336757413861022
"s_jain.csv",2.5717,0.301,186.5,48.1144,5.2045,17.8531,7e-04,186.5,1,0.7209,0.1897,0.158,8.0412,0.1713,0.7649,0.318093755619738,0.198099177502054,0.260678954073535,0.256288512074381,0.779194020923121,0.779194020923121,0.514616982682244,0.768446889848748,0.359366440116261
"s_pathbased.csv",2.4771,0.301,150,15.9251,2.6161,9.0797,0,150,1,0.5038,0.2003,0.1819,7.2466,0.1723,0.7687,0.46132893486545,0.452574697452912,0.458211311427712,0.000519521798686052,0.345520724742111,0.443642303528723,0.424384828542033,0.425268395370624,0.317144977407145
"s_r15.csv",2.7782,0.301,300,0.1068,2.6356,16.8299,0,300,1,0.5001,0.1887,0.1365,6.9032,0.1708,0.8162,0.87952610802514,0.879223855024888,0.891924026724516,0.542457378402647,0.978524258898896,0.989259995246671,0.981995500820557,0.982133301049403,0.968155729643096
"s_spiral.csv",2.4942,0.301,156,4.0596,4.4393,1.6483,0,156,1,0.5006,0.178,0.1733,7.782,0.1681,0.7641,0.00606185230314025,0.00169810417218557,0.00101630298147858,1,0.00184103769941931,0.00225812816618304,0.00817237930671504,0.00895854474288207,0.00519662027165014
"s1.csv",3.699,0.301,2500,14.874,23.938,118.3234,0,2500,1,0.5243,0.1697,0.1909,128893.7775,0.1703,0.8095,0.898534766914314,0.908292991505659,0.830140735345093,0.463522341495289,0.971062167115048,0.981599047547291,0.981196412056862,0.980547432716824,0.80402391645217
"s2.csv",3.699,0.301,2500,64.1846,23.0138,94.8023,0,2500,1,0.5664,0.1727,0.1816,112802.1353,0.1633,0.7991,0.792991991266825,0.937053652281924,0.870874039034963,2.04511922463677e-05,0.790872518551814,0.912602074550962,0.899655350031695,0.77930808676527,0.783643071282753
"s3.csv",3.699,0.301,2500,58.4269,18.1554,62.8109,0.0024,2500,1,0.6687,0.1749,0.1694,124050.9269,0.1695,0.7893,0.673386844451119,0.72565615261427,0.584237017616265,1.34053616851751e-05,0.509250385401546,0.595741220700183,0.66490476410139,0.49391887766102,0.589753456578161
"s4.csv",3.699,0.301,2500,8.3245,20.372,54.3089,7e-04,2500,1,0.5346,0.1749,0.1793,203508.5294,0.1648,0.7962,0.577100364597633,0.606325511365776,0.556219874240565,4.64836386249092e-05,0.417118713915594,0.492565817388555,0.59004071416877,0.429642124766024,0.515417101500426
"dim1024.csv",3.0103,3.0103,1,183118379.4611,160.8405,4096,0.0616,68.2667,0.0146,0.2097,0.0616,0,7787.1427,0.2039,0.6672,0.695753537392574,0.87505381595112,0.581356692976325,1,1,1,1,1,0.935092081555144
"dim512.csv",3.0103,2.7093,2,37775143.3798,1298.829,1.0009,0.0616,73.1429,0.0273,0.2105,0.0616,0,4700.4323,0.1999,0.6164,0.778256264334995,0.697701885479053,0.608991204007387,1,1,1,1,1,0.932165405685536
"g2-128-10.csv",3.3113,2.1072,16,356934.4532,1.5757,1,0,2048,0.0078,0.9616,0.253,0.2435,2218.5811,0.2074,0.4954,1,1,1,1,1,1,1,1,1
"g2-128-100.csv",3.3113,2.1072,16,356665.1494,1.8545,1,0,17.6552,0.9062,0.2044,0.1927,0.1975,22069.8503,0.2056,0.4889,1,1,0.998046874534794,0,1,1,1,0,8.58734338182538e-05
"g2-128-20.csv",3.3113,2.1072,16,356397.0946,2.2362,1,0,29.6812,0.5391,0.8634,0.2476,0.2432,3426.2713,0.2058,0.4891,1,1,1,1,1,1,1,1,1
"g2-128-30.csv",3.3113,2.1072,16,356516.1798,4.2534,1,0,21.7872,0.7344,0.7371,0.242,0.2397,5381.519,0.2047,0.4858,1,1,1,1,1,1,1,1,1
"g2-128-40.csv",3.3113,2.1072,16,357171.9385,2.9407,1,0,19.6923,0.8125,0.6124,0.235,0.2366,7349.2617,0.2065,0.4937,1,1,1,1,1,1,1,1,1
"g2-128-50.csv",3.3113,2.1072,16,357141.6639,1.2697,1,0,18.789,0.8516,0.5051,0.2304,0.2329,14280.1483,0.2068,0.4916,1,1,1,1,1,1,1,1,1
"g2-128-60.csv",3.3113,2.1072,16,356728.5162,3.9813,1,0,18.2857,0.875,0.4138,0.2234,0.229,9957.5028,0.2052,0.4875,1,1,1,1,1,1,1,0,1
"g2-128-70.csv",3.3113,2.1072,16,358759.6332,1.8682,1,0,18.1239,0.8828,0.3428,0.216,0.2175,12336.2959,0.2067,0.4917,1,1,1,1,1,1,1,0,1
